#NSGA2
popsize 100
maxGen 100
numVar 13
numObj 4
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 100
currentGen	1
evaluateCount	100
totalTime	9.2181
firstFrontCount	21
frontCount	6
avgEvalTime	0.0909875
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Obj3	Obj4	
0.912657	0.44173	0.270873	0.335234	0.880307	0.410106	0.370862	0.50209	0.0655527	0.296277	0.035142	0.968484	0.733074	-0.424636	0.157916	-0.793333	5	
0.285079	0.34764	0.143997	0.341823	0.446079	0.489876	0.967062	0.353659	0.493844	0.412885	0.911842	0.216646	0.197974	-0.112884	0.0107504	-0.672593	2	
0.105557	0.81248	0.15178	0.873094	0.200925	0.020432	0.504554	0.361755	0.540136	0.152707	0.600584	0.844941	0.564439	-0.637884	0.27484	-0.794074	7	
0.22527	0.777966	0.733665	0.253281	0.786629	0.488304	0.245519	0.441785	0.663988	0.0754256	0.470877	0.28791	0.112351	-0.364966	0.0983501	-0.708889	4	
0.215988	0.920842	0.503698	0.937549	0.628001	0.291894	0.775714	0.46067	0.193833	0.350447	0.96996	0.332887	0.776255	-0.541429	0.249968	-0.772963	7	
0.865239	0.70036	0.590647	0.21981	0.00963071	0.306057	0.732362	0.148994	0.864823	0.664894	0.963523	0.585797	0.0859034	-0.709009	0.398349	-0.777037	8	
0.222154	0.428713	0.509403	0.802205	0.218549	0.397265	0.980408	0.459353	0.0307025	0.667922	0.030404	0.260748	0.754622	-0.467435	0.120276	-0.742222	5	
0.299937	0.199498	0.939555	0.308978	0.0325481	0.0996225	0.792849	0.548446	0.612698	0.406918	0.339403	0.146608	0.357577	-0.386622	0.128262	-0.736667	4	
0.96288	0.900898	0.772007	0.360072	0.588773	0.900951	0.362764	0.932528	0.130904	0.855972	0.156485	0.543016	0.772821	-0.745419	0.45126	-0.811852	9	
0.027786	0.0178149	0.221297	0.885114	0.341676	0.41601	0.634616	0.573667	0.432925	0.223555	0.217869	0.443066	0.4756	-0.11949	0.0224085	-0.640741	3	
0.298498	0.21635	0.125735	0.3101	0.402453	0.872427	0.815848	0.684835	0.23515	0.549446	0.119334	0.529271	0.171113	-0.346844	0.0814695	-0.731852	5	
0.0810711	0.683603	0.397977	0.881669	0.110688	0.363155	0.374195	0.240905	0.122843	0.221558	0.0134562	0.420899	0.640095	-0.25618	0.0665063	-0.716296	3	
0.576822	0.0467327	0.545988	0.0951121	0.521787	0.296062	0.539845	0.971456	0.112212	0.919281	0.442353	0.156387	0.809634	-0.559671	0.268699	-0.766296	7	
0.472615	0.385264	0.907785	0.451341	0.36882	0.882182	0.449911	0.899209	0.543827	0.221545	0.483298	0.62464	0.153416	-0.506728	0.169144	-0.787037	5	
0.323039	0.574512	0.567389	0.733562	0.163211	0.761957	0.374479	0.175732	0.464948	0.668924	0.727588	0.790081	0.50575	-0.744088	0.406213	-0.80963	8	
0.014582	0.00719073	0.76911	0.331879	0.703344	0.402674	0.71574	0.026586	0.398158	0.273147	0.202071	0.997534	0.0953017	-0.336205	0.0563437	-0.74963	4	
0.375256	0.824655	0.664683	0.162429	0.91699	0.12074	0.193405	0.767453	0.985146	0.339016	0.709032	0.794265	0.600745	-0.856306	0.500131	-0.806296	8	
0.858611	0.710544	0.197452	0.325715	0.0272337	0.71084	0.554649	0.162921	0.148071	0.307898	0.118964	0.182464	0.977315	-0.270392	0.0922662	-0.757778	5	
0.679147	0.318482	0.0590236	0.287591	0.0485253	0.0207445	0.754023	0.000124273	0.480164	0.128225	0.891155	0.512298	0.502079	-0.437292	0.120414	-0.774074	5	
0.893232	0.903417	0.680067	0.718873	0.284751	0.714357	0.228522	0.84605	0.470557	0.358882	0.0224733	0.932561	0.595172	-0.642695	0.339233	-0.798148	8	
0.014582	0.00719073	0.76911	0.331879	0.703344	0.402674	0.71574	0.525692	0.398158	0.209155	0.392385	0.925196	0.0953017	-0.418978	0.111654	-0.751852	5	
0.299937	0.199498	0.939555	0.308978	0.0325481	0.0996225	0.792849	0.610157	0.612698	0.429131	0.232587	0.146608	0.357577	-0.386622	0.128262	-0.736667	4	
0.323039	0.574512	0.568846	0.733562	0.163211	0.761957	0.127757	0.175732	0.363308	0.672832	0.67838	0.756485	0.50575	-0.744088	0.406213	-0.80963	8	
0.787868	0.835834	0.900872	0.869066	0.696395	0.821615	0.388011	0.722377	0.321394	0.214106	0.785862	0.677806	0.987917	-0.751055	0.522146	-0.811111	10	
0.0670389	0.777966	0.733665	0.0413288	0.786629	0.488304	0.20087	0.441785	0.663988	0.0754256	0.470877	0.28791	0.112351	-0.364966	0.0983501	-0.708889	4	
0.857054	0.632393	0.125715	0.325715	0.0272337	0.71084	0.554649	0.162921	0.148071	0.203163	0.118964	0.182464	0.977315	-0.270392	0.0922662	-0.757778	5	
0.483678	0.597771	0.580658	0.90504	0.35302	0.354481	0.20287	0.486505	0.6999	0.383912	0.888871	0.477554	0.504475	-0.628955	0.296336	-0.778148	6	
0.298498	0.21635	0.125735	0.3101	0.315257	0.872427	0.815848	0.684835	0.23515	0.51265	0.119334	0.529271	0.171113	-0.346844	0.0814695	-0.731852	5	
0.810839	0.70036	0.590647	0.21981	0.0267108	0.204763	0.732362	0.101065	0.864823	0.664894	0.963523	0.585797	0.00559964	-0.709009	0.398349	-0.777037	8	
0.122803	0.886534	0.487136	0.658252	0.0503433	0.58003	0.126571	0.390761	0.0976752	0.182859	0.396933	0.606172	0.194047	-0.222465	0.0342684	-0.724815	4	
0.298498	0.21635	0.125735	0.3101	0.460508	0.872427	0.937857	0.684835	0.23515	0.549446	0.119334	0.529271	0.171113	-0.346844	0.0814695	-0.731852	5	
0.105557	0.81248	0.15178	0.743455	0.200925	0.020432	0.504554	0.361755	0.540136	0.398062	0.600584	0.844941	1	-0.637884	0.27484	-0.794074	7	
0.22527	0.829391	0.733665	0.253281	0.786629	0.494934	0.245519	0.309194	0.663988	0.0754256	0.470877	0.28791	0.112351	-0.364966	0.0983501	-0.708889	4	
0.014582	0	0.76911	0.331879	0.703344	0.402674	0.71574	0.159178	0.398158	0.273147	0.202071	0.997534	0.0953017	-0.336205	0.0563437	-0.74963	4	
0.866981	0.53531	0.794349	0.943443	0.0607305	0.557741	0.168696	0.71737	0.414037	0.358151	0.465392	0.83275	0.513064	-0.642695	0.339233	-0.798148	8	
0.222154	0.428713	0.509403	0.802205	0.218549	0.397265	0.980408	0.459353	0.0307025	0.667922	0.305114	0.260748	0.863621	-0.467435	0.120276	-0.742222	5	
0.122803	0.961367	0.65061	0.658252	0.06084	0.778966	0.00141296	0.305038	0.258225	0.182859	0.460213	0.452448	0.194047	-0.235514	0.0350468	-0.721481	4	
0.154789	0.446001	0.476048	0.651905	0.674004	0.532162	0.0237768	0.00193922	0.427136	0.866852	0.729489	0.589342	0.946785	-0.540991	0.269377	-0.790741	7	
0.752742	0.00094123	0.639515	0.492439	0.38927	0.122781	0.581916	0.7727	0.353651	0.73534	0.0629603	0.620442	0.551864	-0.684077	0.316142	-0.794444	7	
0.488939	0.201748	0.0687854	0.454174	0.890226	0.0526772	0.0481361	0.0714283	0.310851	0.797964	0.73762	0.500309	0.338393	-0.350227	0.121453	-0.724444	4	
0.375256	0.824655	0.664683	0.122603	0.91699	0.12074	0.193405	0.850336	1	0.339016	0.709032	0.794265	0.600745	-0.856306	0.500131	-0.806296	8	
0.576822	0.0580146	0.545988	0.0951121	0.521787	0.296062	0.539845	0.888574	0.112212	0.919281	0.442353	0.156387	0.831727	-0.559671	0.268699	-0.766296	7	
0.298498	0.21635	0.125735	0.3101	0.402453	0.872427	0.815848	0.684835	0.23515	0.549446	0.119334	0.529271	0.171113	-0.346844	0.0814695	-0.731852	5	
0.767925	0.584071	0.86604	0.165862	0.147143	0.549181	0.861291	0.386035	0.679808	0.248401	0.23919	0.480342	0.639042	-0.552262	0.258758	-0.757037	7	
0.122803	0.961367	0.487136	0.658252	0	0.760321	0.00141296	0.305038	0.0976752	0.182859	0.48496	0.452448	0.194047	-0.0806038	0.0187895	-0.574815	3	



